AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019
Current_Assets,484.4,426.9,365.8,394.7,394.5,333.5,269.5,277.9,267.1,229.0,186.2,144.8,128.3,103.0,96.0
Current_Liabilities,229.1,213.1,210.5,200.8,180.2,169.6,160.3,143.2,137.1,121.8,121.4,114.7,113.9,114.2,109.8
Diluted_EPS,0.464,0.413,0.358,0.362,0.3,0.399,0.363,0.289,0.263,0.204,0.162,0.1669999999999999,0.174,0.142,0.131
Goodwill_Intangibles,1223.0,1202.5,1248.5,1174.9,1132.4,1168.5,1189.8,1130.8,1059.0,1019.9,1038.8,1002.9,999.9,996.2,1003.8
Inventory,1.0,1.1,1.1,1.1,1.2,1.1,1.0,0.8,0.6,0.6,0.5,0.2,0.5,0.2,0.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,11.6,28.5
Revenue,169.0,164.1,166.1,157.2,151.8,147.1,141.3,133.4,122.8,115.1,110.5,107.9,107.8,104.1,100.9
Shares_Diluted,86.604,86.483,86.338,86.348,86.308,86.328,86.128,86.045,85.957,85.917,85.753,85.456,84.182,85.34200000000001,82.245
Total_Assets,1777.6,1696.8,1684.0,1641.9,1601.2,1576.9,1529.0,1479.5,1398.4,1320.1,1299.9,1220.4,1207.3,1181.7,1178.6
Total_Liabilities,292.6,281.0,281.3,271.6,250.7,237.8,228.6,205.6,200.2,174.9,174.2,166.9,154.8,167.7,180.2
