AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,25.0,14.4,38.2,47.6,52.4,15.6,16.3,7.3
Current_Liabilities,3.5,4.9,2.0,2.5,3.3,8.0,5.8,0.6
Diluted_EPS,-0.079,-0.211,-0.081,-0.028,-0.069,0.011,-0.085,-0.101
Goodwill_Intangibles,0.7,0.7,0.9,1.0,0.9,0.7,0.9,0.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,76.4,0.1,0.2,0.2,0.2,0.2,0.3,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,127.1995,105.5293,108.3421,106.8932,99.6283,67.334,66.4887,65.5727
Total_Assets,410.0,301.9,318.0,306.4,297.4,215.2,49.1,46.4
Total_Liabilities,94.0,11.5,10.5,10.3,10.8,13.9,15.2,9.1
