AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,310.4,239.9,292.7,208.6,226.3,219.9,282.0,96.4,60.8,67.1,67.6,70.9,76.0,67.0,76.0,96.9,111.1,89.4,137.9,80.1
Current_Liabilities,617.7,597.9,310.1,325.8,395.5,403.1,168.1,150.7,253.3,277.1,141.2,86.3,79.8,83.4,32.2,46.6,52.3,54.1,71.8,52.5
Diluted_EPS,3.841,8.35,3.83,2.78,3.882,5.95,4.31,6.724,-4.103,0.63,-1.279,-0.937,-5.72,1.54,-0.59,-0.9,0.046,0.932,-2.633,0.521
Goodwill_Intangibles,78.7,86.3,88.0,93.6,100.4,109.7,1.4,1.7,2.0,2.3,2.6,2.9,3.2,3.5,3.7,4.0,4.3,5.0,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1554.4,1567.2,1066.0,1074.7,1106.6,1171.9,680.1,608.9,285.0,301.0,394.6,411.2,429.2,390.5,473.4,473.9,480.7,483.8,449.5,460.2
Revenue,370.9,322.4,280.7,236.6,268.1,228.0,152.0,65.1,69.2,64.5,46.5,46.5,61.3,63.5,47.7,46.8,57.5,62.6,58.2,53.1
Shares_Diluted,30.1762,30.1822,30.2342,30.1986,29.6732,26.6913,22.7179,19.921,11.9831,10.8746,11.2182,11.2182,11.0047,10.9474,11.0559,10.5811,11.008,10.9925,10.9911,10.2952
Total_Assets,4895.7,4774.5,3679.2,3584.4,3623.3,3612.7,2335.9,1994.2,1207.3,1297.7,1247.6,1227.6,1253.5,1255.4,1259.8,1285.6,1314.1,1328.6,1307.3,1334.2
Total_Liabilities,2552.7,2548.3,1708.6,1730.5,1853.6,2013.7,1073.9,997.7,552.4,592.9,551.2,513.4,525.5,491.0,509.4,524.7,537.4,545.3,531.7,526.2
