AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.597,0.74,0.608,0.639,0.697,0.795,0.739,0.658,0.642,0.432,0.244,0.353,0.294,0.5,0.509,0.471,0.5529999999999999,0.546,0.512,0.48
Goodwill_Intangibles,8.9,9.1,9.2,9.4,9.5,9.7,10.0,10.5,11.1,11.9,12.4,12.8,13.3,14.7,15.1,15.3,15.3,15.6,15.6,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,155.9,105.9,105.8,105.7,105.7,105.6,105.6,105.5,105.4,105.4,101.5,167.5,101.5,101.5,101.5,101.5,101.5,122.2,92.8,92.8
Revenue,66.8,65.0,59.7,55.1,52.9,55.1,58.0,54.0,51.8,53.9,51.8,53.0,53.8,55.2,54.0,54.1,53.1,52.3,50.1,48.5
Shares_Diluted,27.122,27.2725,27.5012,27.5163,27.8749,28.0796,28.176,28.4566,28.1086,28.2058,28.1117,28.0952,28.2778,28.4222,28.6023,28.7295,28.9799,29.2099,29.4798,29.7149
Total_Assets,7521.2,7432.8,7337.6,7299.2,7298.8,7419.1,7298.2,7178.5,6979.3,6594.6,6648.1,6633.0,6108.5,6012.7,5976.7,5920.0,5841.4,5807.0,5728.6,5681.5
Total_Liabilities,7050.3,6979.9,6899.2,6844.1,6812.5,6860.9,6742.8,6625.7,6436.4,6047.9,6104.2,6088.7,5574.8,5484.2,5451.5,5404.3,5338.7,5315.3,5250.5,5200.9
