AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,16.2,20.5,23.2,26.3,30.1,36.5,4.1,2.8,4.6,6.9,7.2,12.6,26.6,10.3,24.5
Current_Liabilities,7.5,7.5,5.4,4.7,4.6,7.8,4.3,4.8,6.5,7.6,7.0,12.7,31.9,28.3,28.1
Diluted_EPS,-0.197,-0.316,-1.807,-0.154,-0.144,-2.313,-1.062,-0.581,-0.792,-0.56,-0.136,0.981,-1.981,-2.8310000000000004,-4.07
Goodwill_Intangibles,,,,31.1,31.0,31.7,3.0,5.7,5.8,5.9,6.0,6.1,9.1,21.2,9.3
Inventory,0.4,0.5,0.5,0.5,0.4,0.4,,,,,,,,0.0,0.0
LT_Debt,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1
Revenue,0.2,0.3,1.1,1.5,1.9,0.2,1.3,1.6,1.4,1.4,1.9,2.1,1.5,1.8,1.7
Shares_Diluted,29.413,29.013,22.614,28.986,28.985,3.184,3.549,2.328,2.146,2.106,2.162,2.0140000000000002,1.905,1.631,0.925
Total_Assets,26.8,32.5,37.6,61.2,65.4,72.4,8.3,9.7,11.8,14.3,14.9,20.8,37.1,38.5,35.4
Total_Liabilities,10.0,10.2,6.3,5.3,5.3,8.5,4.4,4.9,6.7,7.9,7.5,13.4,32.2,30.8,28.6
