AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,396.0,467.4,501.0,598.8,554.2,1613.0,672.8,739.8,717.8,317.8,181.5,196.1,155.7,242.4,317.9,290.3
Current_Liabilities,235.3,249.3,269.1,297.6,298.7,225.4,221.6,226.5,207.1,184.9,189.5,153.2,143.0,141.2,133.7,139.3
Diluted_EPS,11.115,26.846,10.276,8.33,16.683,11.193,17.537,10.956,10.63,12.05,9.321,8.68,6.351,6.777,7.335,6.7010000000000005
Goodwill_Intangibles,3637.8,3672.9,3829.1,3762.3,3785.6,1698.2,1708.7,1733.1,1719.7,1730.8,1742.0,1389.0,1390.6,1394.8,1126.0,1129.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3778.2,3788.8,3799.5,3810.3,3816.2,3038.8,2148.8,1689.0,1699.5,1805.7,1711.9,1278.1,1280.6,1385.5,1142.1,1147.0
Revenue,429.1,426.7,432.6,430.2,401.7,341.3,336.8,339.0,328.3,321.2,318.8,285.0,285.7,278.6,269.9,268.3
Shares_Diluted,6.3696,6.445,6.4612,6.4609,6.4558,6.1683,6.058,6.0504,5.8834,5.7532,5.752000000000002,5.7417,5.7302,5.7166,5.7273,5.7176
Total_Assets,6895.1,6959.4,6954.0,6900.6,6830.0,5432.3,4488.3,3826.8,3743.5,3298.4,3151.8,2608.3,2549.5,2624.2,2303.2,2267.9
Total_Liabilities,4989.6,5023.3,5160.9,5169.4,5149.2,3831.6,2993.0,2442.4,2419.9,2487.5,2310.3,1833.6,1786.5,1855.2,1527.9,1522.6
