AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,1808.4,2010.1,1601.5,1550.7,1415.9,1381.3,661.5,638.9,,,,
Current_Liabilities,1345.0,1526.4,1109.5,994.0,774.8,702.4,771.5,658.0,,,,
Diluted_EPS,-0.214,-0.214,-0.323,-0.348,-0.354,-0.532,-1.762,0.0,0.0,0.0,-0.022,-0.2739999999999999
Goodwill_Intangibles,75.6,77.3,76.5,78.7,43.6,44.3,45.2,46.2,,,,
Inventory,763.2,1083.6,652.7,453.7,352.0,442.4,389.8,333.4,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,698.2,310.5,442.0,239.0,342.7,174.9,188.2,278.2,98.1,116.2,239.5,321.9
Shares_Diluted,116.2668,115.3934,114.9441,55.6256,54.1433,54.1433,49.4933,49.4933,,,,
Total_Assets,1947.6,2151.9,1745.7,1672.6,1500.9,1482.7,717.7,693.0,,,,
Total_Liabilities,1544.3,1731.1,1309.8,1213.6,1259.5,1230.1,773.9,662.2,,,,
