AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.1,0.1,0.1,0.1,0.4,0.4,1.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,4.3,4.1,3.7,2.9,3.0,2.4,2.6,3.0,4.4,4.2,3.4,3.4,3.2,3.1,3.1,3.3,3.7,4.8,5.1,4.5
Diluted_EPS,-0.157,-0.221,-0.327,-0.225,-0.547,-1.188,-0.723,0.457,-0.001,-0.001,0.0,-0.001,-0.002,-0.003,-0.002,-0.002,-0.009,-0.023,-0.092,-0.149
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,4.6586,3.2717,3.1784,2.5865,2.7477,2.6141,2.5122,1.5009,2769.959,2142.395,1832.562,932.6878,191.0331,81.3466,46.3641,41.6756,21.6196,17.2745,11.5496,4.6574
Total_Assets,0.1,0.1,0.1,0.1,0.4,0.4,1.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0
Total_Liabilities,4.3,4.1,3.7,2.9,3.0,2.4,2.6,3.0,4.4,4.2,3.4,3.4,3.2,3.1,3.1,3.3,3.7,4.8,5.1,4.5
