AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,361.8,458.7,441.1,571.9,586.6,387.5,376.2,366.1,383.6,359.5,373.6,352.2,394.2,290.1,331.2,300.5
Current_Liabilities,715.1,775.2,728.3,724.3,691.5,841.8,815.9,622.1,606.8,587.3,556.7,563.4,614.5,604.5,555.6,554.9
Diluted_EPS,0.823,1.34,1.234,1.234,0.923,1.328,1.152,0.715,0.5870000000000001,0.446,0.795,0.381,0.39,0.428,1.042,0.3720000000000001
Goodwill_Intangibles,1913.4,1917.0,1915.1,1884.2,1884.8,1882.5,1880.0,1867.9,1865.4,1861.5,1864.2,1844.9,1846.6,1859.2,1863.8,1854.2
Inventory,30.1,28.7,25.9,24.6,25.0,25.9,23.9,25.8,26.0,27.9,25.1,26.6,25.7,25.2,25.0,26.1
LT_Debt,3954.5,3962.9,3901.3,3760.0,3772.4,3439.1,3514.2,3584.5,3573.7,3535.8,3513.5,3466.8,3464.9,3409.2,3532.2,3542.3
Revenue,990.9,1112.4,1043.3,1034.4,987.5,1078.0,970.3,918.2,820.0,803.0,850.8,769.2,812.6,798.2,820.8,778.8
Shares_Diluted,161.29,163.807,167.285,170.005,170.863,172.367,174.571,178.14,179.666,183.585,185.187,185.843,185.69,185.317,185.33700000000002,185.46
Total_Assets,14702.0,15457.1,15691.2,15370.2,15344.4,14788.3,14515.4,13787.1,13487.9,12715.3,13677.4,13316.3,13360.3,13079.1,12693.2,13070.2
Total_Liabilities,12862.6,13614.4,13781.7,13428.3,13426.3,12937.5,12762.7,12044.1,11733.6,10964.2,11854.1,11540.8,11616.1,11378.6,11051.3,11581.4
