AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1845.9,1571.6,1415.4,1304.3,1105.8,1159.3,1116.5,1280.2,898.0,959.4,1011.5,983.2,937.1,913.2
Current_Liabilities,5836.8,5990.0,6153.0,6470.0,6413.4,6673.3,6331.8,8099.1,6248.4,6316.8,6311.9,6095.6,6185.8,6129.5
Diluted_EPS,2.181,1.688,1.935,0.615,1.326,-1.993,3.65,-2.846,-0.638,-0.038,0.092,0.721,0.495,0.394
Goodwill_Intangibles,456.5,459.3,456.5,460.8,463.2,466.2,469.2,716.4,608.3,659.7,660.3,645.9,635.9,670.1
Inventory,1002.9,930.0,793.3,782.6,676.7,691.3,655.6,686.0,540.9,554.7,583.7,576.9,564.1,523.9
LT_Debt,64.0,63.3,89.1,89.7,98.9,107.7,75.4,193.2,193.2,222.6,247.1,232.1,116.3,224.5
Revenue,1834.9,1652.8,1748.3,1221.3,1112.3,1034.6,1018.9,1079.8,911.7,982.4,1003.9,990.3,2020.4,1038.7
Shares_Diluted,202.3881,202.3881,198.4812,206.295,200.7737,209.1544,207.1235,208.1283,208.1069,208.1354,208.1354,208.1354,208.0631,207.9909
Total_Assets,3814.7,3512.1,3359.9,3293.6,3113.1,3166.6,3152.7,5195.2,4250.1,4441.6,4457.5,4262.8,4125.9,4124.9
Total_Liabilities,6431.6,6592.9,6780.4,7084.4,7036.4,7347.3,6908.4,9683.0,7585.2,7656.8,7640.4,7344.4,7283.1,7308.3
