AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,103.2,94.9,100.2,116.5,115.8,89.0,0.1,0.8,0.5,0.1
Current_Liabilities,71.4,40.9,52.6,54.0,77.8,60.7,0.2,0.2,0.1,0.1
Diluted_EPS,-0.149,0.308,-0.268,-0.326,0.063,-0.451,-0.359,0.148,0.14800000000000002,0.12
Goodwill_Intangibles,305.6,306.0,307.3,308.0,308.7,299.0,,,,
Inventory,31.4,30.6,32.1,30.7,33.0,21.4,,,,
LT_Debt,721.1,745.1,749.1,768.0,735.7,679.5,0.0,0.0,0.0,0.0
Revenue,83.3,69.3,68.5,81.7,77.2,62.4,124.3,,,
Shares_Diluted,49.1568,49.3078,49.0339,49.0339,49.0339,39.9095,33.8265,11.9099,11.9712,11.9224
Total_Assets,768.4,769.5,783.2,815.1,815.3,739.0,412.1,410.8,408.2,406.4
Total_Liabilities,799.5,793.9,823.5,842.6,827.4,754.8,15.2,15.0,14.2,14.2
