AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,100.2,85.1,213.6,511.6,808.2,756.6,757.0,
Current_Liabilities,214.7,186.8,1289.0,516.6,414.7,320.3,297.7,
Diluted_EPS,-0.031,-1.066,-1.228,-2.494,-1.516,0.191,-0.052,-0.011
Goodwill_Intangibles,2.2,1.7,1.4,269.6,1061.2,1064.0,1115.7,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,901.0,1109.0,714.4,473.5,0.0
Revenue,120.7,121.3,162.6,164.0,192.5,301.8,113.1,75.3
Shares_Diluted,375.419,408.081,354.195,324.967,307.475,317.2799,317.2799,
Total_Assets,760.0,807.7,1404.0,1845.2,2704.0,2438.9,2106.6,
Total_Liabilities,1168.8,1217.0,1331.0,1428.7,1577.3,1053.2,773.2,
