AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,22.7,28.1,27.3,29.2,29.6,26.9,14.5,13.4,,
Current_Liabilities,4.2,3.9,3.6,3.6,3.0,3.1,2.4,2.5,,
Diluted_EPS,-0.117,0.004,-0.031,0.04,0.122,0.059,0.187,0.078,0.145,0.028
Goodwill_Intangibles,7.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,
Inventory,0.2,,,,,,,,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,6.9,7.3,7.7,8.6,9.5,8.5,14.9,7.0,12.9,5.2
Shares_Diluted,26.0195,25.976,24.9439,24.9331,24.9379,23.9134,21.6001,21.6001,,
Total_Assets,38.6,38.7,36.3,36.8,34.8,30.4,17.7,15.7,,
Total_Liabilities,8.7,5.4,3.7,3.6,3.0,3.1,2.4,2.5,,
