AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,187.8,207.5,191.5,181.2,134.0,146.5,167.2,269.3,239.5,247.3,115.7,98.1,119.6,102.8,113.8,105.4,109.2,97.1,101.9
Current_Liabilities,145.1,177.6,162.8,163.0,143.5,152.2,178.4,147.6,123.1,131.2,137.5,129.0,115.2,130.6,127.0,120.0,107.1,111.5,109.0
Diluted_EPS,0.068,0.163,0.438,0.344,0.081,0.177,0.307,0.229,0.084,1.24,0.311,0.249,0.02,0.185,0.256,0.247,-0.037,-0.319,0.505
Goodwill_Intangibles,362.2,366.2,367.2,359.3,359.3,326.6,320.8,252.6,253.9,253.2,251.8,251.4,244.6,244.5,245.3,213.2,196.1,197.5,177.6
Inventory,14.2,13.5,13.4,13.1,11.8,9.7,9.8,8.0,8.0,7.9,8.1,7.9,7.8,7.7,7.0,7.1,6.8,6.5,6.5
LT_Debt,577.6,585.0,578.5,575.6,560.6,542.5,534.8,526.8,531.1,530.4,531.1,527.8,547.7,509.0,524.0,483.9,474.7,542.0,514.7
Revenue,262.6,272.1,295.3,283.7,234.0,241.8,242.0,215.9,189.5,200.2,202.7,188.8,182.9,193.6,198.5,187.5,163.7,174.7,172.8
Shares_Diluted,51.869,51.821,51.806,51.781,51.657,51.542,51.586,51.546,51.387,50.737,48.619,48.563,48.262,48.88399999999999,48.361,48.221,45.913,42.937,44.175
Total_Assets,1419.9,1449.2,1399.3,1370.7,1307.0,1283.6,1280.4,1227.8,1194.2,1193.9,994.3,967.0,957.6,932.2,935.8,866.0,828.3,732.4,702.8
Total_Liabilities,918.2,951.3,912.8,913.2,871.9,861.1,872.4,839.3,820.9,831.8,846.3,836.2,839.6,809.4,825.0,769.8,745.3,748.2,708.1
