AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,2554.9,2353.5,2105.1,1946.2,2077.8,2143.0,1992.4,1885.8
Current_Liabilities,868.8,637.9,585.3,514.5,628.0,584.7,412.1,379.7
Diluted_EPS,0.107,0.189,0.053,0.026,0.06,0.134,0.069,0.023
Goodwill_Intangibles,95.6,90.6,92.8,93.0,95.2,101.3,102.9,105.4
Inventory,645.9,698.3,651.5,558.5,487.5,507.9,468.0,440.6
LT_Debt,291.3,375.4,304.4,303.2,333.1,303.2,375.4,375.4
Revenue,849.5,880.0,606.3,477.4,607.9,735.4,544.7,429.2
Shares_Diluted,886.7843,886.132,886.848,888.752,915.252,941.923,946.481,940.344
Total_Assets,3621.3,3389.6,3158.3,3026.3,3144.3,3192.5,3054.8,2961.5
Total_Liabilities,1229.2,1122.6,996.1,924.5,1031.8,1004.1,915.9,890.2
