AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,138.6,153.0,170.1,184.5,216.3,188.6,202.5,212.5,25.3,31.4,54.3,50.7,91.4,62.3
Current_Liabilities,38.9,37.9,33.4,27.7,58.4,12.7,14.2,16.9,8.5,8.0,12.8,12.5,13.5,6.0
Diluted_EPS,-0.293,-0.412,-0.388,0.171,-0.375,-0.363,-2.0,-0.807,-0.875,-0.726,-3.12,-0.948,-1.408,-0.41100000000000003
Goodwill_Intangibles,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.1,25.9,3.2,3.8,2.7,3.9,2.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,5.0,4.9,4.9,4.8,4.8,4.7,4.6,0.7,0.0,0.8,0.0,0.6,0.0,0.0
Revenue,,,0.0,40.0,,,,,,,,0.0,0.0,0.0
Shares_Diluted,60.5972,60.2427,59.9095,64.4774,58.8483,58.6831,32.573,24.6312,24.6312,13.1817,13.0003,13.1658,13.1658,13.1658
Total_Assets,154.9,169.3,186.6,201.6,218.5,190.2,204.2,245.8,52.3,35.9,56.2,54.6,95.8,65.2
Total_Liabilities,44.0,43.0,38.6,33.4,64.1,17.7,19.4,48.1,33.1,10.0,13.5,14.3,14.9,7.1
