AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1706.7,1949.9,1915.0,2005.5,1967.4,2000.2,1868.7,2028.2,1956.2,1938.8,2033.0,1893.8,1742.4,2330.3,2224.9,2144.6,2105.2,1963.4,1931.5
Current_Liabilities,981.7,1170.2,1083.1,1066.4,1041.7,1058.1,835.8,975.4,761.8,878.5,835.1,794.4,804.8,804.3,820.4,808.5,792.0,797.4,769.9
Diluted_EPS,2.364,-6.109,1.936,1.91,2.383,0.389,2.547,0.827,2.016,2.096,1.165,0.283,1.225,-0.154,2.066,2.245,2.484,1.24,1.926
Goodwill_Intangibles,2861.8,2761.0,3136.3,3000.5,2945.0,2840.6,2781.6,2650.2,2454.4,2366.2,2428.2,2461.6,2575.9,2264.6,2373.7,2463.5,2521.6,2591.0,2327.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2782.0,2797.7,2805.0,2813.0,2820.5,2828.2,2835.9,2843.5,2851.8,2802.2,2819.6,2837.0,2854.3,3057.5,3074.9,3092.9,3101.1,3109.6,3118.1
Revenue,717.4,964.5,681.8,738.0,712.2,803.7,810.8,771.4,691.7,780.3,654.0,646.3,734.4,785.2,718.6,772.3,784.2,772.8,696.9
Shares_Diluted,43.837,43.33,43.732,43.679,43.715,43.76,43.44,43.382,43.171,45.181,52.904,52.797,56.06100000000001,55.803,56.605,57.335,57.725,57.945,57.779
Total_Assets,5463.2,5633.8,5813.5,5793.6,5749.7,5748.9,5495.5,5479.5,5245.7,5246.3,5386.4,5306.0,5316.4,5596.7,5618.2,5561.7,5521.9,5278.6,5162.0
Total_Liabilities,4541.4,4826.8,4811.1,4829.0,4824.4,4897.9,4658.4,4745.8,4572.2,4629.5,4638.8,4654.0,4702.9,4930.9,4990.1,5019.9,5066.5,4961.9,4899.0
