AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,142.4,138.0,126.9,135.8,147.7,154.3,147.1,160.8,167.4,172.0,167.5,180.2,150.7
Current_Liabilities,40.3,36.6,31.1,35.1,40.1,42.4,40.6,46.1,50.1,49.4,37.2,61.9,38.4
Diluted_EPS,0.309,0.118,-0.938,-1.158,-0.768,-0.13,-0.099,-0.106,-0.028999999999999998,-0.104,0.061,0.564,0.415
Goodwill_Intangibles,11.4,12.1,12.8,18.9,30.4,32.5,33.3,34.1,35.0,35.6,19.5,20.1,
Inventory,90.2,88.8,85.1,89.0,95.3,97.2,98.2,106.2,110.4,114.2,114.2,116.0,90.6
LT_Debt,57.8,62.5,60.5,67.4,74.7,74.0,71.9,79.5,82.1,88.0,76.4,62.8,53.9
Revenue,83.1,69.8,55.9,59.3,66.1,74.7,67.9,73.6,78.8,84.8,72.7,77.8,71.9
Shares_Diluted,9.331,9.288,9.159,9.105,9.058,9.074,9.0257,8.9949,8.9742,8.9267,8.937000000000003,8.9337,8.8638
Total_Assets,217.0,215.3,207.0,224.7,251.4,262.5,257.2,272.1,281.1,287.6,228.4,240.4,202.3
Total_Liabilities,132.3,133.8,126.7,136.5,153.4,157.9,150.7,165.1,174.0,180.8,125.9,138.6,104.5
