AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,84.6,50.0,42.8,24.3,35.1,26.7,25.3,34.4,47.6,48.6
Current_Liabilities,50.6,47.8,43.5,33.0,35.6,23.7,20.7,24.6,25.8,24.4
Diluted_EPS,-0.092,0.132,0.03,-0.404,-0.202,-0.172,-0.261,-0.402,-0.195,-0.24
Goodwill_Intangibles,30.1,30.6,30.4,31.3,32.1,32.7,33.6,34.5,33.4,34.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.8,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,65.0,63.3,51.0,32.9,45.1,40.0,35.8,34.0,45.5,41.5
Shares_Diluted,29.06,27.954,26.722,26.424,26.236,26.089,25.907,25.601,25.379,25.111
Total_Assets,140.9,106.9,99.7,82.8,94.6,81.7,81.1,91.4,95.1,96.5
Total_Liabilities,62.6,59.6,57.1,43.4,46.8,31.4,28.7,34.0,28.4,26.8
