AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1003.0,1053.5,1012.1,970.0,1024.6,946.2,1033.5,1149.3,1163.2,1239.8,1283.3,1343.7,1349.0,1354.2,814.7,743.4,933.6,937.4
Current_Liabilities,220.9,218.3,239.6,238.8,262.1,265.3,294.1,282.0,272.6,294.4,278.4,312.5,281.4,277.7,300.3,263.3,437.1,417.5
Diluted_EPS,0.02,-0.001,-0.014,-0.038,-0.109,-0.053,-0.064,-0.027,-0.089,0.038,0.151,0.124,0.031,-0.091,0.012,0.009,-0.128,-0.099
Goodwill_Intangibles,17.1,19.6,21.7,23.8,24.7,17.0,16.2,19.0,22.4,25.7,30.0,35.3,35.9,35.3,34.6,33.6,22.1,2.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,238.3,254.9,259.8,254.5,329.9,332.8,331.2,305.1,328.6,368.7,371.4,357.3,323.5,288.0,293.4,227.3,177.1,150.1
Shares_Diluted,320.2364,319.6642,318.2724,320.6515,326.1666,326.9287,325.2022,323.4976,321.7536,330.8946,328.6414,329.7603,816.518,279.9234,324.6237,324.6237,324.6237,324.6237
Total_Assets,1154.4,1160.9,1141.4,1102.3,1156.1,1206.1,1248.0,1272.3,1289.8,1374.7,1405.0,1445.0,1427.7,1428.7,884.7,812.5,991.3,987.3
Total_Liabilities,224.6,223.0,246.3,245.3,269.0,265.5,293.8,287.4,285.1,306.4,297.8,327.0,292.0,287.2,301.0,264.1,437.1,417.5
