AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
Current_Assets,0.0,0.0,,1.8,3.5,5.0,2.4,1.8,2.4,2.1
Current_Liabilities,0.0,0.0,0.0,2.3,5.9,7.3,2.4,2.5,2.1,2.0
Diluted_EPS,0.0,0.0,0.0,0.02,-0.01,-0.074,-0.052,-0.024,-0.01,-0.008
Goodwill_Intangibles,,,,,,0.0,0.0,0.9,0.6,0.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.3,0.3,0.3,0.4,0.6,0.9,0.6
Revenue,,0.0,0.0,1.5,1.9,1.2,1.9,2.1,2.2,2.2
Shares_Diluted,68.346,68.346,68.346,81.846,54.7533,54.8215,49.4383,45.4225,43.7925,28.8324
Total_Assets,0.0,0.0,0.0,2.2,3.8,5.4,2.9,3.1,3.4,2.8
Total_Liabilities,0.0,0.0,0.0,2.5,6.2,7.7,2.9,3.1,3.0,2.6
