AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,2675.4,2375.2,2373.0,2613.7,2004.4,339.8,,,,,,
Current_Liabilities,1990.4,1235.5,931.7,824.8,967.0,685.4,,,,,,
Diluted_EPS,-1.585,-1.104,-1.2,-0.53,-1.247,-0.348,-0.295,-0.51,-0.479,-0.35,-0.32899999999999996,-0.305
Goodwill_Intangibles,18.8,13.3,9.1,5.2,5.1,3.4,,,,,,
Inventory,423.4,311.5,284.1,270.5,246.4,180.9,,,,,,
LT_Debt,1370.7,1250.0,1105.9,1025.4,234.3,188.9,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1064.7,666.4,594.5,536.5,606.3,360.3,388.9,320.3,284.9,194.8,173.6,161.7
Shares_Diluted,210.7094,203.9233,203.9233,203.9233,120.7334,179.2302,,,,,,
Total_Assets,3875.9,3316.2,3093.8,3154.2,2483.0,787.8,,,,,,
Total_Liabilities,3384.3,2539.9,2144.5,1977.4,1210.1,877.4,,,,,,
