AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,96.5,105.0,99.1,99.8,94.6,94.7,105.7,103.1,99.7
Current_Liabilities,67.2,60.6,64.8,70.5,67.7,70.9,116.9,100.9,44.0
Diluted_EPS,-0.245,-0.211,-1.337,-0.026,-0.025,-0.323,-0.632,-2.596,-0.151
Goodwill_Intangibles,40.4,45.8,47.3,76.9,75.6,76.2,78.3,80.4,80.8
Inventory,14.4,13.0,15.8,13.3,11.6,8.7,5.7,7.1,4.4
LT_Debt,100.2,106.2,105.1,96.9,103.6,100.3,64.7,72.1,66.2
Revenue,48.7,53.4,58.8,64.1,61.0,60.3,57.5,60.2,64.8
Shares_Diluted,22.573,20.51,20.081,19.997,19.97,19.082,18.949,19.154,18.905
Total_Assets,199.5,218.0,217.6,251.0,243.2,244.4,261.2,258.9,251.2
Total_Liabilities,192.4,205.9,201.6,204.3,199.7,199.0,214.1,203.0,146.0
