AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,347.3,451.0,397.1,375.9,617.6,612.3,536.8,563.5,534.4,574.1,544.9
Current_Liabilities,553.4,597.7,513.3,515.0,383.1,439.7,365.7,376.7,362.0,402.2,343.2
Diluted_EPS,-0.19,0.024,-0.245,-0.189,-0.224,0.155,-0.02,-0.147,-0.059000000000000004,-0.054000000000000006,-0.042
Goodwill_Intangibles,1425.5,1448.4,1470.1,1493.3,124.7,106.9,106.8,108.3,105.8,106.7,87.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1077.7,1176.2,1224.6,1224.8,294.3,293.2,292.1,291.0,290.0,335.1,288.0
Revenue,209.3,206.9,199.5,184.4,150.1,149.6,145.0,141.9,140.1,138.2,134.0
Shares_Diluted,65.397,64.728,64.375,63.593,61.631,60.821,60.652,59.715,59.141000000000005,58.653999999999996,58.699
Total_Assets,1991.5,2134.6,2079.4,2089.3,931.4,966.1,868.7,850.7,818.7,818.2,699.8
Total_Liabilities,1708.8,1865.7,1834.7,1847.8,750.1,807.6,737.7,753.3,743.2,753.0,645.3
