AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,80.4,124.3,137.1,104.6,94.7,100.4,127.8,76.7,84.9,,,,,
Current_Liabilities,55.4,70.3,84.2,58.0,53.8,69.9,107.5,80.7,70.3,,,,,
Diluted_EPS,-0.219,-0.173,-0.046,-0.092,-0.006,0.008,-0.877,0.081,0.171,0.149,0.175,5.968999999999999,3.813,-4.059
Goodwill_Intangibles,84.1,30.3,31.0,31.7,32.5,33.2,34.0,34.8,35.6,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,198.7,175.9,178.1,180.3,183.3,183.0,182.7,199.1,96.4,0.0,0.0,0.0,0.0,0.0
Revenue,103.4,142.6,161.6,152.7,157.4,173.6,190.2,151.5,123.6,119.4,126.1,110.4,89.1,82.3
Shares_Diluted,41.7053,40.8479,39.8433,38.4167,37.6674,36.541,32.1342,59.3511,59.3511,,,,,
Total_Assets,285.9,275.2,289.8,245.5,236.4,241.7,210.3,133.8,135.8,,,,,
Total_Liabilities,282.4,273.0,294.1,259.8,257.0,272.5,244.1,280.4,167.1,,,,,
