AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,78.1,93.0,69.8,88.1,108.8,126.2,148.2,169.8,90.5,115.7,136.5,69.4,93.3,60.6,62.5,85.5,97.8,97.8
Current_Liabilities,54.6,48.8,51.4,52.2,58.0,92.9,94.3,98.5,91.0,87.7,90.1,76.7,77.0,70.1,44.3,44.5,33.8,27.4
Diluted_EPS,-0.166,-0.121,-0.165,-0.164,-0.2,-0.175,-0.17,-0.219,-0.219,-0.211,-0.308,-0.142,-0.23,-0.055,-0.208,-0.25,-0.25,-0.203
Goodwill_Intangibles,577.9,578.3,578.7,578.9,579.8,580.2,580.5,580.9,581.3,581.2,581.6,581.9,582.3,582.7,583.1,583.4,583.8,584.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,102.0,100.5,98.7,96.7,94.5,50.2,49.5,46.3,55.6,63.1,63.3,65.7,72.7,68.8,67.3,70.2,60.4,61.2
Revenue,2.1,1.5,2.2,2.0,2.4,3.6,2.0,1.9,2.2,1.3,0.7,12.2,2.2,17.0,2.0,1.2,1.9,11.6
Shares_Diluted,147.3157,139.2142,129.9816,129.912,129.6208,129.6096,129.4589,120.8898,117.2708,116.4979,105.7643,107.5331,106.8821,99.8603,99.8356,99.8284,98.352,95.8367
Total_Assets,668.1,684.5,662.1,681.7,704.4,721.8,744.7,766.1,687.3,712.6,733.6,665.8,690.2,653.8,652.1,675.7,688.3,688.8
Total_Liabilities,168.1,161.7,165.1,164.6,168.9,162.1,163.3,165.2,168.6,174.1,184.3,178.0,189.4,178.6,171.1,174.8,163.8,161.2
