AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,51.6,61.2,74.9,85.5,96.7,106.3,10.1,17.4,,,,
Current_Liabilities,8.1,8.9,9.0,7.7,9.1,6.7,6.8,7.5,,,,
Diluted_EPS,-0.154,-0.115,-0.185,0.008,-0.096,-0.482,-0.34,-0.837,-0.369,-1.282,-0.16,-0.344
Goodwill_Intangibles,28.4,27.9,4.1,4.1,4.1,4.1,4.1,4.1,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,82.2,76.1,0.0,0.0,0.0,0.0
Revenue,0.8,0.8,0.5,1.4,1.2,0.0,0.3,0.5,0.3,0.1,0.2,0.3
Shares_Diluted,106.405,108.577,101.397,102.381,100.868,95.7891,95.4753,95.4753,,,,
Total_Assets,117.0,123.8,113.9,123.9,136.1,136.8,40.2,44.5,,,,
Total_Liabilities,28.3,23.8,21.4,19.4,39.2,36.9,258.2,230.4,,,,
