AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1.1,1.1,1.4,1.3,1.4,1.6,1.7,1.6,1.8,2.0,1.1
Current_Liabilities,12.5,10.6,10.2,9.2,8.4,8.1,7.3,6.1,5.6,5.9,4.8
Diluted_EPS,-1.74,-1.299,-1.792,-2.257,-1.431,-2.097,-2.098,-1.58,-1.695,-1.42,-1.4280000000000002
Goodwill_Intangibles,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Inventory,1.0,1.0,1.1,1.1,1.1,1.2,1.3,1.4,1.4,1.5,0.3
LT_Debt,0.2,1.0,1.1,1.1,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Revenue,0.1,0.2,0.1,0.1,0.1,0.3,0.2,0.0,0.2,0.4,0.5
Shares_Diluted,0.7942,0.7681,0.7558,0.7532,0.7009,0.6879,0.6832,0.6847,0.6697,0.667,0.6504
Total_Assets,1.4,1.4,1.8,1.7,1.9,2.0,2.1,2.1,2.3,2.5,1.6
Total_Liabilities,12.7,11.6,11.4,10.3,9.5,9.2,8.4,7.2,6.7,6.0,4.9
