AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,40.2,59.3,59.4,23.4,249.5,161.4,173.2,176.2,186.8
Current_Liabilities,18.6,21.3,20.1,53.9,265.5,48.7,55.8,54.9,58.9
Diluted_EPS,-0.145,-0.082,-0.243,-0.284,-0.436,-0.153,-0.876,-0.138,-0.221
Goodwill_Intangibles,83.1,83.1,83.1,83.1,83.1,164.0,166.6,218.8,242.5
Inventory,0.5,0.8,0.8,0.8,1.0,17.0,17.9,21.7,20.3
LT_Debt,42.9,45.1,43.8,0.0,0.0,219.8,219.5,219.3,268.5
Revenue,8.4,21.4,2.9,2.2,12.4,0.9,34.5,25.8,0.2
Shares_Diluted,83.5809,83.4899,81.023,62.9459,62.723,62.6781,62.6725,62.7859,58.8635
Total_Assets,124.8,144.3,144.7,109.5,335.0,355.2,370.9,427.2,462.7
Total_Liabilities,66.3,74.8,67.9,54.8,266.6,270.0,277.1,276.6,331.8
