AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,13.4,13.5,32.0,19.0,7.2,0.2,,,,0.4,0.5,0.3
Current_Liabilities,52.6,42.6,43.0,21.9,13.8,0.8,,,,0.1,0.1,0.4
Diluted_EPS,-0.568,-0.644,-0.738,-1.09,-0.237,-0.068,-0.267,-0.164,-0.212,0.049,-0.091,0.0
Goodwill_Intangibles,11.3,12.2,12.8,13.1,13.7,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,17.6,18.0,18.1,18.2,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,4.4,3.3,4.1,4.7,3.0,,1.5,2.0,0.4,,,0.0
Shares_Diluted,34.7379,30.1401,29.0474,26.3615,34.6349,7.1875,,,,7.2055,7.1875,7.1875
Total_Assets,37.4,38.0,53.6,37.5,28.5,59.2,,,,58.3,58.1,0.4
Total_Liabilities,70.7,61.1,61.5,40.4,32.2,4.1,,,,0.1,3.2,0.4
