AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,03/31/2019
Current_Assets,334.8,330.7,580.2,521.4,459.2,1.1,1.4,1.7,0.0,0.0,
Current_Liabilities,137.7,103.5,353.8,308.8,255.7,1.3,0.8,0.0,0.0,0.0,0.0
Diluted_EPS,0.102,0.095,-0.009,0.082,-0.291,0.0,-0.191,-0.001,0.0,0.0,0.0
Goodwill_Intangibles,63.4,65.1,66.7,68.4,70.0,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,151.1,151.9,198.9,177.4,255.5,169.8,,,,,
Shares_Diluted,90.6889,93.2313,42.583,42.5728,42.9567,42.9567,26.6809,31.48,27.48,28.48,28.48
Total_Assets,540.2,470.6,718.3,663.7,610.5,231.1,231.4,231.7,0.1,0.1,0.0
Total_Liabilities,407.8,320.7,592.0,538.5,488.5,22.7,28.0,9.8,0.0,0.0,0.0
