AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016
Current_Assets,107.7,81.9,82.8,85.4,95.8,136.4,40.0,115.7,177.9,161.7,174.3,251.4,
Current_Liabilities,158.9,115.3,114.0,78.5,72.6,116.4,88.9,70.6,126.0,146.7,173.8,157.3,
Diluted_EPS,-1.217,-0.372,-0.588,-0.293,-0.584,-0.42,-0.544,-0.458,-0.356,-0.428,-0.66,-0.368,-0.932
Goodwill_Intangibles,131.7,173.6,175.7,165.1,104.4,104.7,105.3,87.4,153.5,65.2,71.5,71.5,
Inventory,12.0,9.9,5.4,5.8,3.1,0.8,0.6,0.4,0.5,0.8,1.0,1.0,
LT_Debt,350.3,356.8,308.8,294.9,278.9,228.0,183.1,127.8,72.0,18.1,70.3,35.0,0.0
Revenue,46.5,20.5,41.5,27.3,19.8,11.8,14.0,14.1,12.4,15.2,19.6,32.3,70.5
Shares_Diluted,43.6846,43.6846,43.6846,43.6846,43.9552,43.414,43.4574,43.3683,43.3725,43.364,43.364,43.364,
Total_Assets,851.1,894.5,883.0,856.6,756.1,772.6,609.1,639.9,663.9,603.3,543.5,585.1,
Total_Liabilities,1115.3,1112.0,1077.2,992.0,850.0,823.5,626.5,613.9,600.6,487.3,397.0,417.0,
