AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018
Current_Assets,30.1,27.3,33.4,18.5,23.9,16.6,18.9,,
Current_Liabilities,31.1,23.1,25.5,21.0,23.8,17.1,18.0,,
Diluted_EPS,-0.248,-0.674,-0.16,-0.285,0.119,-0.372,-0.168,-0.187,-0.08
Goodwill_Intangibles,0.3,0.4,0.3,0.3,0.1,0.2,0.2,,
Inventory,2.7,5.1,9.9,4.5,4.3,4.1,4.4,,
LT_Debt,1.1,1.1,1.2,0.0,0.0,0.8,0.9,0.0,0.0
Revenue,18.1,39.0,14.3,35.0,25.4,27.4,12.9,33.7,19.3
Shares_Diluted,8.1648,8.1648,8.2678,8.2678,8.2678,8.2678,8.2678,,
Total_Assets,42.2,35.5,39.5,24.6,30.7,23.8,26.5,,
Total_Liabilities,34.5,26.3,26.7,21.0,23.9,18.2,19.2,,
