AAII_QTR_DATA,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019
Current_Assets,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,10.2,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Diluted_EPS,-0.002,-0.005,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill_Intangibles,40.0,,,,,,,,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,531.9337,75.0012,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,
Total_Assets,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,10.3,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1
