AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.4,0.4,0.6,0.2,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,6.5,6.3,5.6,4.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.003,-0.007,-0.002,-0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodwill_Intangibles,1.5,1.5,1.6,1.6,,,,,,,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.1,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.1,0.1,0.0,0.2,,0.0,0.2,,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,227.0849,224.2271,224.2271,191.7532,825.8288,825.8288,825.8288,825.8231,825.8307,825.8307,825.8306,825.8306,55.0581,53.0842
Total_Assets,2.3,2.3,2.6,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,6.5,6.5,5.9,5.6,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
