AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,477.3,435.0,435.6,454.4,553.1,464.8,453.1,456.3,481.9,493.0
Current_Liabilities,224.8,222.1,213.2,212.5,244.4,233.5,231.7,218.3,219.7,227.6
Diluted_EPS,-1.037,-0.925,0.124,-0.053,-0.671,0.192,-0.268,-0.126,-0.077,-0.013999999999999999
Goodwill_Intangibles,269.5,310.3,351.9,356.6,276.7,363.5,368.5,377.0,380.3,386.2
Inventory,44.9,47.6,49.6,51.3,57.2,57.5,57.4,56.2,56.4,63.1
LT_Debt,194.0,201.6,233.1,272.0,243.6,264.2,271.8,286.4,282.0,279.3
Revenue,807.8,275.9,245.0,287.4,885.9,308.8,318.7,276.9,334.0,339.7
Shares_Diluted,30.7319,30.7703,31.1185,30.7168,31.1302,31.3774,31.2169,31.7049,32.2092,32.312
Total_Assets,901.4,920.5,966.2,989.2,995.5,1012.3,1015.5,1036.1,992.4,1015.0
Total_Liabilities,501.9,520.9,544.2,576.4,567.8,580.5,587.7,588.8,529.7,536.7
