AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,1809.6,2311.3,2413.3,1915.7,1872.2,1518.3,1562.2,1178.6,1134.1,1225.6,1313.7
Current_Liabilities,493.6,958.6,982.1,1497.1,1420.4,710.0,753.7,699.0,683.6,818.4,849.9
Diluted_EPS,-0.408,-0.42,4.635,-0.307,-0.292,-0.233,-0.193,-0.174,-0.24100000000000002,-0.35,-0.23
Goodwill_Intangibles,1122.2,1130.8,1139.5,1150.7,1149.4,1479.1,1491.0,1319.3,1330.3,1341.6,1339.7
Inventory,,,,,,5.4,4.0,5.4,5.4,7.2,5.9
LT_Debt,626.7,617.8,556.2,549.7,543.3,972.3,960.9,949.6,938.5,904.1,893.3
Revenue,137.9,130.1,132.9,122.0,113.9,114.7,110.3,100.1,97.2,224.7,235.1
Shares_Diluted,233.218,230.584,236.256,237.168,237.279,236.6475,229.245,224.807,221.352,217.789,214.371
Total_Assets,3039.3,3548.4,3651.2,3181.6,3141.9,3184.9,3245.9,2704.5,2681.4,2796.4,2890.5
Total_Liabilities,1268.4,1734.8,1700.5,2172.6,2086.3,2064.3,2111.9,2041.4,2021.1,2142.8,2188.8
