AAII_QTR_DATA,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018,08/04/2018
Current_Assets,1023.4,1284.1,1271.3,1263.9,1174.2,1232.5,1132.9,1073.9,1110.4,1064.2,997.6,967.5,918.0,1088.7,1082.7,1053.0
Current_Liabilities,758.5,817.9,804.6,715.2,676.7,762.5,735.4,730.5,722.2,638.4,656.8,673.4,645.8,543.4,560.7,469.9
Diluted_EPS,0.118,1.009,0.454,1.109,0.182,1.116,0.41,-2.792,-2.399,1.179,0.183,0.355,-0.293,0.268,-0.17,0.31
Goodwill_Intangibles,33.6,34.9,35.5,36.2,36.5,36.7,36.0,36.2,34.5,34.8,36.4,42.0,42.8,44.0,44.0,
Inventory,483.9,462.3,482.5,430.3,404.9,389.1,393.2,419.4,392.5,393.1,519.9,484.2,478.2,468.9,548.5,464.5
LT_Debt,349.9,331.6,335.1,344.5,348.3,327.2,325.9,319.1,345.0,280.1,279.4,277.6,274.0,35.0,36.3,36.9
Revenue,593.5,799.9,643.1,1148.6,520.0,648.5,569.3,658.8,260.3,842.3,615.9,683.2,536.7,837.1,605.4,645.9
Shares_Diluted,74.469,65.997,65.852,65.8725,66.0035,63.033,63.579,63.675,65.715,67.043,67.314,71.35600000000002,72.862,86.155,80.189,81.55
Total_Assets,2250.0,2555.6,2562.4,2456.9,2378.0,2465.9,2380.0,2310.7,2346.8,2429.0,2390.9,2402.2,2381.8,1649.2,1624.1,1589.9
Total_Liabilities,1846.9,1933.0,1937.1,1846.6,1823.8,1922.2,1920.2,1872.5,1875.1,1789.2,1823.8,1847.3,1834.2,812.0,807.2,738.0
