AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,341.9,326.4,318.4,321.9,274.0,286.9,336.3,316.8,190.8,178.4,237.1,302.6,246.4,252.9,268.9,320.4
Current_Liabilities,147.2,139.1,164.2,160.2,131.3,138.0,199.1,296.4,168.6,127.5,201.3,263.9,199.3,187.6,205.6,271.4
Diluted_EPS,0.362,0.509,0.899,0.41,0.006,0.207,1.372,-0.147,0.568,1.579,-0.5379999999999999,-0.162,-0.045,-0.24600000000000002,1.002,0.521
Goodwill_Intangibles,7.8,7.9,7.9,8.0,8.0,8.1,8.1,8.4,8.7,9.1,9.4,9.7,10.1,10.4,10.8,11.1
Inventory,228.4,195.6,183.4,177.0,151.7,163.8,174.0,203.4,90.6,90.0,109.8,342.9,262.3,142.3,267.5,183.8
LT_Debt,127.0,119.3,96.8,115.0,99.2,102.6,98.4,0.0,0.0,35.0,35.0,30.0,30.0,32.0,35.0,30.0
Revenue,147.5,146.4,197.8,156.7,154.7,149.2,234.0,110.5,138.3,120.8,204.6,149.5,131.1,126.6,198.2,171.3
Shares_Diluted,14.068,14.092,14.056,13.902,13.887,13.874,13.847,13.67,13.67,13.625,13.582,13.579,13.813,13.786,13.833,13.713
Total_Assets,404.7,390.5,382.5,382.5,333.0,339.3,391.2,369.4,242.6,228.4,288.7,352.3,296.9,302.2,321.4,373.0
Total_Liabilities,287.9,277.3,280.2,294.6,249.9,256.6,311.1,309.0,181.0,175.0,252.4,309.7,247.7,239.2,264.6,326.0
