AAII_QTR_DATA,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,155.5,162.1,6.3,11.9,22.9,4.7,4.9,16.3,28.7,7.6,13.4,9.0
Current_Liabilities,80.6,66.6,53.9,72.3,156.7,145.3,134.5,125.3,128.5,88.0,87.6,68.6
Diluted_EPS,-1.94,-1.657,-1.117,17.243,-4.826,-2.687,-8.379,-15.363,-84.65700000000001,-871.929,,
Goodwill_Intangibles,,,,,0.0,9.1,9.3,9.4,10.1,10.1,10.1,10.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6,35.5,30.2
Revenue,1.5,18.6,0.0,0.1,0.0,0.0,1.0,1.6,9.0,2.4,5.1,3.5
Shares_Diluted,21.7813,11.239,7.0441,3.8625,4.2844,2.8094,3.6391,0.5019,0.0477,0.0266,0.0266,0.0265
Total_Assets,194.0,193.6,7.2,14.0,26.9,28.9,24.4,36.9,50.7,46.7,53.6,59.8
Total_Liabilities,79.0,65.0,49.8,66.1,151.1,140.4,129.7,120.4,125.0,116.2,105.4,78.5
