AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,2.5,3.5,4.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,11.4,11.0,6.8,7.8,10.2,15.0,11.8,18.7,15.9,22.3,8.5,8.0,7.7
Diluted_EPS,0.002,-0.002,0.0,-0.009,0.004,-0.003,0.006,-0.002,0.005,-0.011,0.0,0.0,-0.001
Goodwill_Intangibles,46.6,46.1,43.8,,,,,,,,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3.0,2.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,1642.084,1581.633,1472.825,1269.522,1259.831,1259.831,1259.831,1259.831,1259.831,1259.831,1259.8310000000001,1259.8310000000001,1259.8310000000001
Total_Assets,50.6,50.9,49.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,26.1,30.1,26.9,7.8,10.2,15.0,11.8,18.7,15.9,22.3,8.5,8.0,7.7
