AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,150.3,160.2,158.3,165.1,169.6,153.8,148.3,139.1,133.0,140.4,133.9,176.7,173.3,171.2,167.9,159.9,185.9,216.0,194.1,173.5
Current_Liabilities,90.7,93.6,78.8,87.6,97.4,88.2,81.8,76.2,74.4,81.5,79.7,64.3,87.8,89.8,102.7,96.1,91.8,108.1,213.0,178.5
Diluted_EPS,-0.573,-0.727,-0.389,-0.213,-0.229,-0.308,-0.143,-0.231,-0.779,-1.019,-0.368,-0.563,-2.309,0.433,0.257,-0.521,-3.048,-0.7859999999999999,-0.184,0.0
Goodwill_Intangibles,14.1,14.7,15.3,15.9,16.5,17.1,17.6,18.3,18.9,19.5,20.1,20.7,21.3,63.9,64.5,65.1,65.8,66.4,67.1,
Inventory,82.3,83.5,95.8,99.6,100.6,87.2,83.9,76.8,75.2,80.6,71.7,67.4,85.9,85.1,91.7,87.9,100.4,115.5,115.6,104.4
LT_Debt,108.7,109.5,110.2,103.5,95.8,86.6,85.5,88.4,88.6,82.0,69.8,122.0,80.0,70.0,85.0,92.0,123.0,130.0,0.0,0.1
Revenue,124.2,132.7,121.4,123.0,119.4,118.4,108.4,102.9,93.2,104.6,97.3,81.1,129.1,152.5,138.6,142.1,146.7,307.2,147.4,149.5
Shares_Diluted,19.9236,18.724,18.9485,18.4449,18.2898,18.1062,17.9697,17.8345,17.7566,17.5315,17.4204,17.339,17.2309,17.5833,17.5184,17.0387,17.0032,16.9927,16.8867,17.0772
Total_Assets,325.0,339.0,339.3,350.1,358.8,346.7,345.7,338.0,340.3,356.1,355.0,392.7,395.3,436.7,439.6,424.6,452.9,528.1,503.3,475.5
Total_Liabilities,251.2,256.1,242.4,245.3,258.1,241.3,237.7,233.0,258.3,259.9,251.4,280.8,247.6,250.5,278.0,267.1,287.1,309.7,280.7,246.5
