AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,163.1,153.9,145.8,166.3,162.5,172.9,199.2,161.9,130.9,104.1,,,
Current_Liabilities,187.0,157.3,118.5,119.3,122.4,121.2,128.0,148.0,124.4,126.0,,,
Diluted_EPS,-0.613,-0.814,-0.519,-0.371,-0.395,-0.61,-1.235,-0.646,-0.588,-1.133,-1.675,-0.711,-0.494
Goodwill_Intangibles,,,,0.9,,,,,0.9,0.9,,,
Inventory,76.3,58.1,46.8,35.5,34.3,37.2,38.9,39.4,27.1,37.8,,,
LT_Debt,50.8,50.4,63.0,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,156.5,151.8,127.7,150.3,123.5,110.2,113.0,126.9,127.7,184.7,89.4,98.2,103.1
Shares_Diluted,41.2491,41.4395,40.8083,40.5214,40.119,39.7084,27.9091,39.6729,39.1783,39.1783,,,
Total_Assets,220.0,211.1,213.4,234.2,232.8,243.2,271.0,230.3,192.5,152.7,,,
Total_Liabilities,263.0,233.2,205.3,208.7,196.7,195.2,201.2,217.5,169.8,129.8,,,
