AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,41.5,34.1,33.7,35.8,36.3,43.9,48.2,49.4,48.0,44.0,40.9,42.3,40.7
Current_Liabilities,37.9,7.5,6.7,7.4,7.8,9.9,7.6,11.4,11.1,8.9,9.7,11.6,9.7
Diluted_EPS,0.894,-0.429,-0.232,0.0,0.028,-0.046,0.162,-0.165,0.18600000000000003,0.298,0.026000000000000002,-0.746,-0.16899999999999998
Goodwill_Intangibles,4.5,4.6,4.7,4.9,3.5,3.6,,,0.0,0.0,0.0,0.0,0.0
Inventory,0.1,7.9,8.2,8.7,9.8,9.9,8.1,8.5,12.6,13.6,15.4,16.2,16.1
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.8,3.5,10.2,11.7,3.4,2.0,9.2,0.6,13.6,10.7,11.2,42.4,15.3
Shares_Diluted,9.6311,9.5537,9.3326,9.319,9.3554,9.3397,9.2656,9.2787,9.3682,9.3166,9.1761,9.1088,9.1462
Total_Assets,57.0,52.0,53.1,55.6,55.7,57.4,56.8,59.2,57.7,54.1,52.2,53.3,52.3
Total_Liabilities,38.4,8.1,7.4,8.1,8.5,10.4,7.9,11.8,11.5,9.3,10.1,11.7,9.7
