AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,139.7,151.3,138.8,139.0,130.9,138.1,143.7,136.3,118.9,157.1,139.4,137.0,127.4,122.5,132.5,122.0,116.8,131.5,134.9
Current_Liabilities,307.7,396.5,373.2,348.7,160.2,155.6,151.1,111.4,113.0,118.6,113.5,158.7,132.5,116.0,119.8,106.3,107.6,146.6,143.2
Diluted_EPS,0.926,0.501,0.691,0.537,0.382,0.548,0.758,1.235,0.52,0.544,0.715,1.069,0.379,0.45,0.754,0.721,0.346,0.371,0.618
Goodwill_Intangibles,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
Inventory,16.3,14.6,13.4,13.2,11.9,12.2,10.2,8.8,8.8,8.6,8.7,8.2,7.3,6.4,6.1,6.2,5.9,5.8,5.6
LT_Debt,601.4,468.5,449.8,446.9,601.7,586.7,574.1,600.3,569.3,574.5,532.3,480.9,481.0,481.0,475.5,466.5,432.6,376.6,351.0
Revenue,161.4,125.4,135.0,122.6,108.6,116.6,136.8,245.5,117.1,124.2,133.7,230.4,109.1,113.0,134.5,124.6,101.7,111.0,124.2
Shares_Diluted,37.047,37.054,37.042,37.039,37.034,37.028,37.025,37.0145,37.0,37.01,37.002,36.996,36.969,36.976,36.996,36.963,36.9525,36.939,36.95
Total_Assets,2060.4,2034.4,1982.6,1949.6,1913.9,1901.0,1874.8,1842.4,1792.8,1791.6,1726.4,1698.0,1660.9,1641.3,1604.4,1567.3,1526.1,1501.4,1465.0
Total_Liabilities,1329.5,1324.8,1277.1,1255.4,1226.5,1215.0,1195.9,1178.2,1143.4,1149.9,1092.6,1078.7,1056.3,1039.8,1008.4,988.5,964.6,943.2,910.9
