AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,13.2,7.9,11.5,1.6,2.9,3.4,3.7,3.6,2.8,4.8,5.7
Current_Liabilities,3.6,15.5,2.6,7.6,5.1,4.3,5.8,6.2,5.8,3.0,1.5
Diluted_EPS,-0.962,-0.605,-0.472,-0.168,-0.195,-0.048,-0.168,-0.246,-0.263,-0.235,-0.152
Goodwill_Intangibles,4.7,4.9,5.0,5.0,5.1,5.3,5.4,5.6,5.7,2.5,2.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,31.1503,30.2605,28.5188,28.0165,26.9418,26.4602,24.9627,20.4799,17.7199,17.0713,16.8895
Total_Assets,18.0,12.9,16.7,6.9,8.2,8.9,9.4,9.6,9.0,7.5,8.6
Total_Liabilities,3.6,15.6,2.7,7.7,5.1,4.3,6.2,6.7,6.2,3.0,3.0
