AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,4868.1,6379.8,5084.9,4141.6,2655.1,2038.1,1201.6,823.4,595.3,630.8,609.3,
Current_Liabilities,2966.7,4927.6,2756.6,2625.0,2219.7,1505.9,1151.5,975.9,872.8,926.3,927.6,
Diluted_EPS,11.068,14.188,14.15,12.155,7.379,5.132,3.133,1.244,0.23,-0.004,0.033,-0.188
Goodwill_Intangibles,79.4,77.5,73.8,68.4,67.4,66.8,66.5,64.0,64.7,64.9,64.4,
Inventory,216.2,173.8,119.0,107.3,99.8,86.3,52.2,47.4,43.5,60.3,50.5,
LT_Debt,3093.8,2955.5,2299.5,1892.6,1557.8,1495.3,1331.3,1254.9,1207.5,1183.7,1205.8,0.0
Revenue,3428.8,3716.4,3466.4,3136.0,2382.0,1744.3,1360.8,1012.5,795.1,827.3,841.9,1630.5
Shares_Diluted,120.4422,120.4389,120.5042,120.2063,120.1338,114.5081,116.5,114.5,104.3757,114.5,114.5,
Total_Assets,11492.5,12323.0,9841.8,7842.4,5602.5,4158.6,2824.2,2197.2,1900.6,1926.1,1948.7,
Total_Liabilities,6250.5,8067.1,5249.8,4673.7,3889.1,3102.4,2557.0,2297.8,2144.7,2183.8,2204.6,
