AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,30.1,38.3,48.2,58.4,69.1,79.5,57.6,66.5,42.5,5.7,8.8
Current_Liabilities,4.4,4.9,6.4,7.9,6.1,5.7,5.8,4.9,4.9,1.1,2.3
Diluted_EPS,-0.057,-0.055,-0.074,-0.104,-0.1,-0.106,-0.093,-0.138,-0.104,-0.038,-0.03
Goodwill_Intangibles,30.1,30.3,25.8,25.0,25.2,25.2,24.5,25.1,18.1,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.6
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Revenue,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Shares_Diluted,188.8873,180.8372,175.8745,173.7572,171.8335,165.7833,157.7115,100.0109,110.223,69.1503,147.832
Total_Assets,60.7,69.1,74.6,84.1,95.2,105.5,82.8,92.1,61.3,5.8,8.9
Total_Liabilities,4.4,4.9,6.4,7.9,6.1,6.1,6.6,6.0,8.4,1.1,2.3
