AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,570.1,493.5,491.7,352.0,387.4,336.2,353.9,349.7,383.4,393.7,459.1
Current_Liabilities,439.2,377.1,381.6,253.4,272.4,230.4,254.9,262.2,267.0,266.9,304.7
Diluted_EPS,0.383,0.414,0.258,0.036,-0.113,0.054,0.183,0.189,0.129,0.249,0.333
Goodwill_Intangibles,393.8,396.4,399.1,401.8,404.5,407.4,410.1,413.0,416.0,419.2,422.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,134.1,133.9,143.9,143.8,167.7,156.3,154.8,153.4,177.3,183.2,216.7
Revenue,800.8,754.3,691.5,514.7,551.0,531.7,561.4,553.8,538.1,583.0,644.8
Shares_Diluted,26.64,26.556,26.4543,26.2178,26.0066,26.5602,26.484,26.7916,27.2069,27.8807,28.209
Total_Assets,1037.7,963.9,964.5,829.7,871.2,826.7,847.3,848.0,885.0,878.3,947.4
Total_Liabilities,626.0,564.6,578.0,452.2,497.0,443.4,464.2,472.3,501.3,488.4,556.4
