AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,946.6,908.4,1231.1,1611.9,1770.1,642.8,629.1,607.3,,,,,,,,0.0
Current_Liabilities,164.3,98.8,74.2,62.5,58.2,57.6,55.4,46.0,,,,,,,,0.0
Diluted_EPS,-0.104,0.096,-0.06,-0.169,-0.112,-0.017,-0.02,-0.031,-0.156,-0.115,-0.029,-0.191,-0.108,-0.119,-0.098,-0.13
Goodwill_Intangibles,432.6,437.7,84.4,78.6,75.1,75.4,37.2,37.2,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1470.3,1468.4,1466.5,1464.5,1462.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,163.0,152.1,133.9,127.3,119.7,111.4,103.8,93.7,87.5,81.2,76.9,72.8,69.3,65.3,61.9,58.3
Shares_Diluted,96.822,104.931,102.502,106.98,108.101,107.955,106.765,106.3371,,,,,,,,
Total_Assets,1815.9,1623.7,1590.7,1956.8,2101.0,965.8,915.4,893.3,,,,,,,,0.0
Total_Liabilities,1764.8,1593.5,1542.4,1529.0,1522.8,59.4,57.3,48.2,,,,,,,,0.0
