AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,3.2,3.4,3.3,3.7,3.8,4.4,4.2,5.3
Current_Liabilities,4.9,4.3,4.2,4.1,5.0,6.7,7.8,6.0
Diluted_EPS,-0.054,-0.112,-0.081,-0.122,-0.598,-0.743,-0.712,-2.294
Goodwill_Intangibles,5.9,6.0,6.0,6.1,6.1,6.2,6.3,3.5
Inventory,2.9,2.9,3.0,3.0,3.1,3.2,3.0,2.7
LT_Debt,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Revenue,1.4,3.9,1.3,2.5,2.1,5.5,2.2,2.1
Shares_Diluted,12.3195,12.6125,7.1396,5.8992,4.0136,2.0206,1.3539,0.7061
Total_Assets,9.2,9.5,9.4,9.9,10.1,10.8,10.7,9.0
Total_Liabilities,3.4,3.0,3.0,3.2,4.3,6.5,7.6,6.0
