AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,389.8,300.9,349.4,383.9,412.8,291.6,24.6,18.6,,
Current_Liabilities,76.9,79.8,79.9,99.0,106.3,98.4,106.1,103.8,,
Diluted_EPS,-1.082,-0.598,-1.76,-2.017,-3.204,-2.553,-2.568,-7.328,-5.14,1.231
Goodwill_Intangibles,19.2,19.4,19.5,19.7,20.8,21.9,23.1,25.3,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,41.6,56.2,13.4,13.5,8.4,16.0,19.3,19.2,248.1,219.8
Shares_Diluted,43.468,38.712,38.573,38.381,26.751,23.8887,23.3691,23.3691,,
Total_Assets,742.4,656.7,708.7,787.4,851.9,759.7,193.0,303.7,,
Total_Liabilities,341.1,346.2,385.6,408.4,404.5,399.9,251.4,255.1,,
