AAII_QTR_DATA,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,814.3,703.0,695.4,685.0,688.0,821.4,789.2,781.1,913.9,874.3
Current_Liabilities,567.2,509.9,511.9,475.8,485.7,597.3,574.9,528.2,598.3,557.7
Diluted_EPS,0.477,-0.327,-1.854,-16.937,-1.973,-0.655,-1.144,-0.552,-1.062,-2.207
Goodwill_Intangibles,1168.3,1199.3,1230.7,1263.1,1968.2,2014.3,2060.2,2104.1,2144.2,2249.0
Inventory,190.5,183.6,177.6,164.5,215.0,228.4,217.4,177.1,160.2,156.9
LT_Debt,1577.0,1587.6,1623.0,1621.7,1620.4,1619.0,1642.2,1640.8,1727.7,1726.2
Revenue,484.7,411.0,355.7,403.0,384.5,461.7,447.8,468.5,501.7,483.1
Shares_Diluted,42.184,40.97,40.46,40.027,39.784,39.584,39.239,39.087,39.314,39.281
Total_Assets,2278.7,2201.5,2228.9,2257.2,2930.9,3112.0,3122.0,3116.5,3297.8,3370.1
Total_Liabilities,2391.7,2346.5,2378.6,2340.0,2342.8,2452.9,2452.5,2394.8,2553.6,2580.0
