AAII_QTR_DATA,04/04/2023,01/03/2023,09/27/2022,06/28/2022,03/29/2022,12/28/2021,09/28/2021,06/29/2021,03/30/2021,12/29/2020,09/29/2020,06/30/2020,03/31/2020,12/31/2019,10/01/2019,07/02/2019,04/02/2019,01/01/2019,10/02/2018
Current_Assets,313.6,345.8,317.7,391.7,367.3,405.6,310.2,328.3,343.8,341.4,411.0,454.6,270.7,244.5,449.1,158.2,157.5,195.2,154.8
Current_Liabilities,626.7,656.7,606.2,623.5,594.4,636.3,557.1,597.2,558.0,586.1,540.4,532.7,507.1,614.6,433.8,437.0,446.6,416.5,343.5
Diluted_EPS,0.564,-0.067,-0.048,0.504,0.454,0.065,0.639,0.268,-0.028,-0.848,-0.756,-1.607,-3.111,1.115,0.364,0.7929999999999999,0.6,0.35,0.614
Goodwill_Intangibles,251.5,251.5,251.6,251.6,251.7,251.7,253.2,253.1,253.2,253.2,253.6,254.3,254.4,437.2,20.3,20.2,20.1,26.2,26.3
Inventory,59.0,55.6,62.3,52.3,46.7,42.8,43.3,41.9,39.0,39.3,37.7,40.5,47.8,47.2,47.8,46.0,42.0,38.9,39.8
LT_Debt,468.5,468.0,467.5,467.0,466.5,466.0,465.5,465.0,280.0,280.0,376.0,376.0,380.0,290.0,335.0,35.0,20.0,10.0,20.0
Revenue,866.1,892.8,784.0,832.6,793.7,776.7,754.5,1396.4,627.4,554.6,517.7,295.9,615.1,694.0,586.5,602.6,599.5,585.2,575.2
Shares_Diluted,49.778,48.888,49.653,50.929,51.013,51.015,51.113,49.394,45.1505,43.929,43.9,43.874,43.773,43.694,44.18600000000001,44.786,44.984,46.2229,46.368
Total_Assets,2742.5,2775.2,2734.1,2772.4,2753.7,2798.1,2717.7,2722.3,2735.4,2747.1,2828.1,2867.3,2675.8,2840.6,2381.8,2073.8,2076.1,1314.1,1308.1
Total_Liabilities,2442.6,2483.2,2410.6,2410.7,2398.4,2468.0,2395.8,2437.7,2205.4,2240.1,2295.9,2311.3,2256.8,2268.9,1848.0,1533.5,1533.8,743.1,694.7
