AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,20.8,35.2,43.1,31.6,33.5,34.1,31.4,,0.2
Current_Liabilities,52.6,53.7,37.3,42.8,37.1,35.3,27.1,,0.2
Diluted_EPS,-0.928,-0.273,-2.709,-1.029,-0.932,-0.201,-0.024,0.358,0.0
Goodwill_Intangibles,12.2,12.2,0.9,1.0,1.1,1.1,0.0,,0.0
Inventory,14.4,15.7,12.5,16.4,18.7,22.8,18.1,,0.0
LT_Debt,56.3,60.9,74.5,24.9,23.8,19.6,14.2,0.0,0.0
Revenue,16.7,27.9,21.0,20.3,25.2,46.1,26.9,16.3,0.0
Shares_Diluted,10.668,10.668,10.668,10.668,10.668,10.668,10.668,,25.0
Total_Assets,59.6,74.9,60.9,48.0,51.0,54.7,42.3,,0.2
Total_Liabilities,141.9,148.0,131.1,70.2,62.9,56.8,42.2,,0.2
