AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,1.2,1.2,3.0,1.7,2.6,3.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Current_Liabilities,22.5,19.0,13.6,49.5,34.9,59.5,17.5,24.5,63.3,37.7,83.8,148.5,68.5
Diluted_EPS,-0.359,-0.865,-4.3,-4.232,-1.549,1.425,-0.112,4.193,-10.09,6.597,0.483,-17.279,-27.859
Goodwill_Intangibles,22.1,22.9,26.1,26.8,27.6,28.3,,,,,,,
Inventory,0.5,0.2,0.7,0.5,0.7,0.4,,,,,,,
LT_Debt,9.7,7.0,3.4,0.7,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Revenue,9.0,6.0,7.3,10.7,9.9,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,11.2091,8.2731,8.6965,3.3404,3.3404,18.7414,4.6828,5.6725,4.6772,4.6663,133.8618,4.6373,4.5571
Total_Assets,43.8,41.5,40.2,38.5,37.5,38.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Total_Liabilities,32.5,26.1,17.7,51.4,36.2,61.5,17.7,24.6,63.4,37.8,83.9,148.6,68.5
