AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016,12/31/2015
Current_Assets,71.3,36.6,37.6,58.6,40.2,38.9,63.6,66.4,79.9,98.6,160.4,205.2,272.7,342.6
Current_Liabilities,98.5,105.0,98.0,113.8,117.8,113.5,116.0,112.7,78.2,75.8,102.4,90.2,67.3,107.4
Diluted_EPS,,-0.242,-0.15,0.403,-0.165,-0.848,-0.153,-2.277,-7.379,-41.411,-20.865,-14.736,-11.449000000000002,75.527
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.7,2.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,2.6,2.6,2.5,2.6,2.7,2.8,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,2.5,2.9,8.8,11.3,12.2,13.2,12.8,9.9,14.7,13.1,10.7,9.0,7.5,11.0
Shares_Diluted,,44.8169,42.9972,31.4816,31.4162,31.4162,31.4162,31.4191,2.5126,2.5126,2.5126,2.5111,2.5,2.443
Total_Assets,125.6,96.0,98.9,115.1,95.8,97.7,128.8,129.8,203.2,225.0,334.2,381.2,457.9,531.6
Total_Liabilities,65.8,71.5,67.4,83.5,79.9,77.2,82.1,78.4,76.6,77.4,111.1,112.5,102.7,145.0
