AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,82.8,87.5,91.7,91.8,90.7,92.1,97.1,121.3,123.7,65.5,71.4
Current_Liabilities,11.5,10.7,9.5,7.9,6.5,9.1,7.1,7.4,7.1,7.9,7.7
Diluted_EPS,-0.366,-0.213,-0.223,-0.251,-0.379,-0.34,-0.239,-0.19,-0.264,-0.261,-0.476
Goodwill_Intangibles,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.4
Inventory,2.8,2.1,2.0,2.0,1.8,2.1,1.9,1.6,1.8,2.3,1.7
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,10.6,9.5,9.1,8.3,7.5,6.9,7.0,10.3,8.8,5.1,5.1
Shares_Diluted,25.2021,25.0837,25.007,24.9712,24.938,24.9454,24.9054,24.8529,22.7343,21.6235,21.5036
Total_Assets,92.6,98.3,99.9,102.7,106.5,116.0,121.2,125.5,128.1,69.3,75.4
Total_Liabilities,15.1,13.5,11.9,10.1,8.7,11.4,9.7,9.8,9.1,9.7,9.9
