AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,250.9,73.2,72.1,73.5,78.2,96.3,117.7,122.7,78.5
Current_Liabilities,42.8,47.2,49.6,47.3,52.8,53.5,54.2,42.8,38.3
Diluted_EPS,-0.816,-0.99,-0.123,-0.181,-0.227,-0.252,-0.243,-0.083,-0.184
Goodwill_Intangibles,125.3,132.3,135.6,138.8,142.2,145.2,148.8,151.7,154.4
Inventory,22.8,23.2,20.8,24.5,25.1,21.9,19.7,19.6,18.9
LT_Debt,64.5,100.0,64.2,64.0,53.9,53.8,54.2,54.1,54.0
Revenue,18.8,26.5,38.3,28.5,31.0,32.8,44.6,39.9,26.1
Shares_Diluted,77.821,77.031,76.662,76.301,75.452,74.707,74.294,72.486,70.916
Total_Assets,441.1,271.9,275.2,282.2,289.3,305.2,324.8,323.0,282.3
Total_Liabilities,167.3,249.8,180.6,182.9,179.9,182.3,185.7,171.0,149.6
