AAII_QTR_DATA,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018
Current_Assets,167.9,157.1,140.1,142.1,126.0,196.3,142.6,196.2,199.9,194.5,183.1,194.6
Current_Liabilities,65.8,60.1,52.0,45.2,41.4,61.6,37.9,34.1,38.7,38.5,33.1,35.1
Diluted_EPS,0.188,0.264,0.008,0.241,0.161,0.112,0.091,0.275,0.242,0.363,0.08199999999999999,0.35700000000000004
Goodwill_Intangibles,156.0,155.4,152.3,150.0,149.9,148.4,152.7,65.8,66.2,66.8,67.2,57.8
Inventory,75.7,63.4,52.7,44.7,51.3,57.1,53.9,52.0,61.3,58.0,54.1,53.2
LT_Debt,2.8,2.9,2.0,1.9,0.4,50.4,0.5,0.3,0.4,0.3,0.0,0.0
Revenue,114.4,112.5,80.1,96.6,85.2,86.5,85.8,100.5,98.1,98.2,88.0,104.8
Shares_Diluted,36.4699,36.45,36.2479,36.1514,36.082,36.0662,36.1111,36.0909,36.2466,36.3932,36.0612,36.4719
Total_Assets,444.2,430.8,409.4,407.8,391.8,458.3,403.3,372.3,376.5,374.2,360.2,361.7
Total_Liabilities,91.7,86.9,78.0,80.1,74.2,145.9,88.6,56.1,61.5,61.5,51.3,52.3
