AAII_QTR_DATA,01/28/2023,10/29/2022,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,11/02/2019,08/03/2019,05/04/2019,02/02/2019,11/03/2018
Current_Assets,6367.1,6446.6,6377.3,6282.3,5609.2,5374.5,4648.1,5304.9,5050.8,5171.0,5232.5,5165.4,4269.4,4572.3,4340.8,4246.1,4293.3,4749.5
Current_Liabilities,4225.2,4683.1,4380.5,4289.9,4176.6,4291.2,3722.7,3902.2,3730.3,4042.3,4278.8,4504.2,3546.5,4179.7,4094.0,3979.3,2095.7,2135.7
Diluted_EPS,2.037,1.197,1.6,2.369,1.981,0.964,1.231,1.598,2.132,1.387,1.098,1.043,0.516,1.077,0.757,1.12,-9.685,1.181
Goodwill_Intangibles,5083.1,5082.4,5084.3,5084.3,5084.4,5085.3,5085.1,5085.6,5084.4,5083.1,5083.0,5081.4,5083.3,5396.5,5396.3,5395.9,5396.6,8128.2
Inventory,5449.3,5657.7,5422.2,4801.1,4367.3,4316.0,3667.7,3604.6,3427.0,3792.3,3275.7,3198.5,3522.0,3882.9,3470.9,3325.5,3536.0,3715.6
LT_Debt,3421.6,3420.4,3419.3,3418.1,3417.0,3231.1,3229.5,3227.8,3226.2,3225.3,3224.3,3223.3,3522.2,3520.2,3518.6,3516.9,4265.3,5043.8
Revenue,7720.7,6939.9,6768.5,6902.6,7080.6,6417.7,6343.2,6479.7,6767.9,6177.0,6277.6,6286.8,6315.3,5746.2,5740.6,5808.7,6205.2,5538.8
Shares_Diluted,222.0,223.0,225.0,226.4,229.3,224.9,229.5,234.4,235.8,237.9,238.1,237.4,238.3,237.5,238.3,239.1,238.2,238.7
Total_Assets,23022.1,22909.5,22676.3,22372.3,21721.8,21390.0,20445.2,21050.7,20696.0,20652.2,20671.0,20471.8,19574.6,19742.1,19493.8,19354.3,13501.2,16649.3
Total_Liabilities,14270.6,14634.2,14279.8,14130.8,14003.3,14145.6,13433.5,13639.4,13410.7,13691.1,13857.4,13951.2,13319.8,13620.8,13628.1,13598.4,7858.3,8706.2
