AAII_QTR_DATA,03/26/2023,12/25/2022,09/25/2022,06/26/2022,03/27/2022,12/26/2021,09/26/2021,06/27/2021,03/28/2021,12/27/2020,09/27/2020,06/28/2020,03/29/2020,12/29/2019,09/29/2019
Current_Assets,70.2,67.3,65.2,70.0,61.3,67.7,66.7,60.4,,,,,,,
Current_Liabilities,91.7,100.0,92.5,92.9,83.2,96.5,85.0,83.1,,,,,,,
Diluted_EPS,0.154,-0.008,0.001,0.045,0.077,-0.296,0.013,0.064,-0.035,-0.121,,-0.432,-0.1,-0.097,-0.119
Goodwill_Intangibles,488.2,488.4,488.2,488.1,488.1,488.2,488.5,488.7,,,,,,,
Inventory,4.4,5.0,4.1,4.0,3.7,4.0,3.5,3.2,,,,,,,
LT_Debt,93.4,94.7,95.9,97.2,98.5,99.8,287.7,287.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,211.4,185.7,186.9,184.5,173.1,162.6,157.4,154.0,127.2,109.4,99.7,28.3,105.0,114.2,109.6
Shares_Diluted,60.5977,59.1938,60.4641,59.888,59.9832,15.7106,59.0484,59.0484,,,,,,,
Total_Assets,1115.1,1104.4,1090.5,1080.2,1049.3,1046.9,1038.8,1033.7,,,,,,,
Total_Liabilities,580.5,581.3,570.2,563.1,538.0,542.5,714.7,710.8,,,,,,,
