AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,03/31/2019
Current_Assets,2.2,2.6,3.9,3.8,4.1,3.5,4.0,3.1,3.6,5.2,1.8,,
Current_Liabilities,15.8,14.9,15.9,16.3,20.1,19.0,16.7,15.4,12.5,19.6,18.2,,
Diluted_EPS,-0.094,-0.026,-0.002,-0.064,0.0,-0.128,-0.167,0.043,-0.615,-0.629,-0.151,-1.249,-0.133
Goodwill_Intangibles,10.7,10.8,10.8,10.9,11.1,11.1,11.2,11.6,11.7,12.0,12.1,,
Inventory,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.3,,
LT_Debt,7.7,7.3,7.4,6.6,2.8,2.4,6.0,4.4,5.1,5.0,0.7,0.0,0.0
Revenue,5.4,5.6,5.7,4.7,5.9,10.0,4.6,4.5,4.7,3.9,5.7,30.1,7.8
Shares_Diluted,15.7067,15.7067,15.7067,15.7112,17.6855,15.4266,14.4827,14.2869,14.2827,14.2827,11.9097,,
Total_Assets,24.1,24.8,26.5,26.2,29.2,26.6,27.6,28.6,30.7,34.4,31.3,,
Total_Liabilities,30.8,29.9,31.3,31.2,33.2,30.6,31.9,30.4,33.1,39.3,34.9,,
