AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,421.5,413.7,402.2,396.2,392.2,444.2,226.6,69.5,,63.8,,,,
Current_Liabilities,142.6,132.5,121.6,119.2,122.0,117.8,103.0,98.6,,88.7,,,,
Diluted_EPS,-0.109,0.099,-0.026,-0.052,-0.089,-0.094,-0.09,0.0,-0.071,-0.107,-0.067,-0.078,-0.093,-0.125
Goodwill_Intangibles,1661.4,1673.8,1684.7,1695.2,1710.8,1613.9,1628.2,1642.8,,1671.7,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,252.5,255.8,259.1,260.6,262.2,263.8,265.4,455.8,0.0,457.2,0.0,0.0,0.0,0.0
Revenue,59.2,60.6,57.4,54.5,50.1,46.3,43.1,76.8,36.9,33.7,30.1,28.2,26.3,23.2
Shares_Diluted,108.234,105.1262,102.9046,99.2037,97.1588,102.8746,88.2633,88.2633,148.356,148.356,148.356,148.356,148.356,148.356
Total_Assets,2115.2,2121.0,2119.8,2122.9,2141.7,2116.0,1869.8,1729.5,1737.8,1745.4,1702.7,1724.6,1735.2,1721.2
Total_Liabilities,1127.2,1168.9,1187.0,1222.4,1267.5,1242.8,1176.9,555.1,552.2,549.8,522.5,532.9,532.4,504.9
